disease_id,disease_name,disease_name_upper
15585,cryptogenic late-onset epileptic spasms,CRYPTOGENIC LATE-ONSET EPILEPTIC SPASMS
15593,limbic encephalitis with nCMAgs antibodies,LIMBIC ENCEPHALITIS WITH NCMAGS ANTIBODIES
15595,posttransplant acute limbic encephalitis,POSTTRANSPLANT ACUTE LIMBIC ENCEPHALITIS
15596,non-herpetic acute limbic encephalitis,NON-HERPETIC ACUTE LIMBIC ENCEPHALITIS
15608,acute myeloid leukemia and myelodysplastic syndromes related to radiation,ACUTE MYELOID LEUKEMIA AND MYELODYSPLASTIC SYNDROMES RELATED TO RADIATION
15622,wound myiasis,WOUND MYIASIS
15623,cavitary myiasis,CAVITARY MYIASIS
15632,FASTKD2-related infantile mitochondrial encephalomyopathy,FASTKD2-RELATED INFANTILE MITOCHONDRIAL ENCEPHALOMYOPATHY
15636,dirofilariasis,DIROFILARIASIS
15638,benign partial epilepsy of infancy with complex partial seizures,BENIGN PARTIAL EPILEPSY OF INFANCY WITH COMPLEX PARTIAL SEIZURES
15639,benign partial epilepsy with secondarily generalized seizures in infancy,BENIGN PARTIAL EPILEPSY WITH SECONDARILY GENERALIZED SEIZURES IN INFANCY
15640,benign infantile seizures associated with mild gastroenteritis,BENIGN INFANTILE SEIZURES ASSOCIATED WITH MILD GASTROENTERITIS
15641,benign infantile focal epilepsy with midline spikes and wave during sleep,BENIGN INFANTILE FOCAL EPILEPSY WITH MIDLINE SPIKES AND WAVE DURING SLEEP
15644,audiogenic seizures,AUDIOGENIC SEIZURES
15645,eating seizures,EATING SEIZURES
15646,orgasm-induced seizures,ORGASM-INDUCED SEIZURES
15647,thinking seizures,THINKING SEIZURES
15648,startle epilepsy,STARTLE EPILEPSY
15649,micturation-induced seizures,MICTURATION-INDUCED SEIZURES
15664,idiopathic pulmonary artery dilatation,IDIOPATHIC PULMONARY ARTERY DILATATION
15666,familial idiopathic dilatation of the right atrium (disease),FAMILIAL IDIOPATHIC DILATATION OF THE RIGHT ATRIUM (DISEASE)
15675,distomatosis,DISTOMATOSIS
15678,"dysplasia of head of femur, Meyer type","DYSPLASIA OF HEAD OF FEMUR, MEYER TYPE"
15692,refractory anemia with excess blasts in transformation,REFRACTORY ANEMIA WITH EXCESS BLASTS IN TRANSFORMATION
15694,malignant melanoma of the mucosa,MALIGNANT MELANOMA OF THE MUCOSA
15702,T-B+ severe combined immunodeficiency due to CD45 deficiency,T-B+ SEVERE COMBINED IMMUNODEFICIENCY DUE TO CD45 DEFICIENCY
15718,mosaic trisomy 12,MOSAIC TRISOMY 12
15730,mosaic trisomy 17,MOSAIC TRISOMY 17
15734,rectal duplication,RECTAL DUPLICATION
15742,periventricular leukomalacia,PERIVENTRICULAR LEUKOMALACIA
15743,idiopathic bilateral vestibulopathy,IDIOPATHIC BILATERAL VESTIBULOPATHY
15744,distal trisomy 19q,DISTAL TRISOMY 19Q
15750,amelogenesis imperfecta-gingival hyperplasia syndrome,AMELOGENESIS IMPERFECTA-GINGIVAL HYPERPLASIA SYNDROME
15755,myopathy with hexagonally cross-linked tubular arrays,MYOPATHY WITH HEXAGONALLY CROSS-LINKED TUBULAR ARRAYS
15763,mosaic trisomy 2,MOSAIC TRISOMY 2
15771,mosaic trisomy 7,MOSAIC TRISOMY 7
15795,undifferentiated embryonal sarcoma of the liver,UNDIFFERENTIATED EMBRYONAL SARCOMA OF THE LIVER
15801,hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,HEMORRHAGIC DISEASE DUE TO ALPHA-1-ANTITRYPSIN PITTSBURGH MUTATION
15807,myopic macular degeneration,MYOPIC MACULAR DEGENERATION
15813,primary cutaneous marginal zone B-cell lymphoma,PRIMARY CUTANEOUS MARGINAL ZONE B-CELL LYMPHOMA
15814,primary cutaneous follicle center lymphoma,PRIMARY CUTANEOUS FOLLICLE CENTER LYMPHOMA
15832,true unicornuate uterus,TRUE UNICORNUATE UTERUS
15833,pseudounicornuate uterus,PSEUDOUNICORNUATE UTERUS
15835,Bicervical bicornuate uterus and blind hemivagina,BICERVICAL BICORNUATE UTERUS AND BLIND HEMIVAGINA
15836,Bicervical bicornuate uterus with patent cervix and vagina,BICERVICAL BICORNUATE UTERUS WITH PATENT CERVIX AND VAGINA
15838,cordiform uterus,CORDIFORM UTERUS
15839_15840_15841,septate uterus,SEPTATE UTERUS
15843,uterine hypoplasia,UTERINE HYPOPLASIA
15844,agenesis and aplasia of uterine body,AGENESIS AND APLASIA OF UTERINE BODY
15845,uterine cervical aplasia and agenesis,UTERINE CERVICAL APLASIA AND AGENESIS
15849,longitudinal vaginal septum,LONGITUDINAL VAGINAL SEPTUM
15850,transverse vaginal septum,TRANSVERSE VAGINAL SEPTUM
15872,giant adenofibroma of the breast,GIANT ADENOFIBROMA OF THE BREAST
15873,Paget disease of the nipple,PAGET DISEASE OF THE NIPPLE
15874,benign ductal tumor of breast,BENIGN DUCTAL TUMOR OF BREAST
15907,epimetaphyseal skeletal dysplasia,EPIMETAPHYSEAL SKELETAL DYSPLASIA
15967,monogenic diabetes,MONOGENIC DIABETES
15994,muscular dystrophy-white matter spongiosis syndrome,MUSCULAR DYSTROPHY-WHITE MATTER SPONGIOSIS SYNDROME
15997,ectopia lentis-chorioretinal dystrophy-myopia syndrome,ECTOPIA LENTIS-CHORIORETINAL DYSTROPHY-MYOPIA SYNDROME
16000,familial isolated hypoparathyroidism due to impaired PTH secretion,FAMILIAL ISOLATED HYPOPARATHYROIDISM DUE TO IMPAIRED PTH SECRETION
16024,shoulder and thorax deformity-congenital heart disease syndrome,SHOULDER AND THORAX DEFORMITY-CONGENITAL HEART DISEASE SYNDROME
16026,infant epilepsy with migrant focal crisis,INFANT EPILEPSY WITH MIGRANT FOCAL CRISIS
16029,esthesioneuroblastoma,ESTHESIONEUROBLASTOMA
16038,calcified aponeurotic fibroma,CALCIFIED APONEUROTIC FIBROMA
16040,harlequin syndrome,HARLEQUIN SYNDROME
16041,congenital microgastria,CONGENITAL MICROGASTRIA
16048,"isolated autosomal dominant hypomagnesemia, Glaudemans type","ISOLATED AUTOSOMAL DOMINANT HYPOMAGNESEMIA, GLAUDEMANS TYPE"
16049,"congenital myopathy, Paradas type","CONGENITAL MYOPATHY, PARADAS TYPE"
16052,atypical autism,ATYPICAL AUTISM
16053,isolated cerebellar vermis hypoplasia,ISOLATED CEREBELLAR VERMIS HYPOPLASIA
16062,median cleft lip/mandibule,MEDIAN CLEFT LIP/MANDIBULE
16077,congenital aortopulmonary window,CONGENITAL AORTOPULMONARY WINDOW
16078,congenital systemic arteriovenous fistula,CONGENITAL SYSTEMIC ARTERIOVENOUS FISTULA
16081,coronary arterial fistulas,CORONARY ARTERIAL FISTULAS
16092,serous or mucinous cystadenoma of childhood,SEROUS OR MUCINOUS CYSTADENOMA OF CHILDHOOD
16100,rippling muscle disease with myasthenia gravis,RIPPLING MUSCLE DISEASE WITH MYASTHENIA GRAVIS
16101,neurolymphomatosis,NEUROLYMPHOMATOSIS
16103,isolated asymptomatic elevation of creatine phosphokinase,ISOLATED ASYMPTOMATIC ELEVATION OF CREATINE PHOSPHOKINASE
16161,cerebral gigantism-jaw cysts syndrome,CEREBRAL GIGANTISM-JAW CYSTS SYNDROME
16183,qualitative or quantitative defects of protein glycosyltransferase-like,QUALITATIVE OR QUANTITATIVE DEFECTS OF PROTEIN GLYCOSYLTRANSFERASE-LIKE
16204,idiopathic copper-associated cirrhosis,IDIOPATHIC COPPER-ASSOCIATED CIRRHOSIS
16207,phacoanaphylactic uveitis,PHACOANAPHYLACTIC UVEITIS
16208,solitary rectal ulcer syndrome,SOLITARY RECTAL ULCER SYNDROME
16209,benign familial nocturnal alternating hemiplegia of childhood,BENIGN FAMILIAL NOCTURNAL ALTERNATING HEMIPLEGIA OF CHILDHOOD
16212,cyclosporosis,CYCLOSPOROSIS
16213,leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,LEUKONYCHIA TOTALIS-ACANTHOSIS-NIGRICANS-LIKE LESIONS-ABNORMAL HAIR SYNDROME
16251,salivary gland type cancer of the breast,SALIVARY GLAND TYPE CANCER OF THE BREAST
16259,carcinosarcoma of the corpus uteri,CARCINOSARCOMA OF THE CORPUS UTERI
16260,uterine corpus rhabdomyosarcoma,UTERINE CORPUS RHABDOMYOSARCOMA
16276,high-grade neuroendocrine carcinoma of the cervix uteri,HIGH-GRADE NEUROENDOCRINE CARCINOMA OF THE CERVIX UTERI
16282,rhabdomyosarcoma of the cervix uteri,RHABDOMYOSARCOMA OF THE CERVIX UTERI
16283,leiomyosarcoma of the cervix uteri,LEIOMYOSARCOMA OF THE CERVIX UTERI
16284,primitive neuroectodermal tumor of the cervix uteri,PRIMITIVE NEUROECTODERMAL TUMOR OF THE CERVIX UTERI
16287,adenoid basal carcinoma of the cervix uteri,ADENOID BASAL CARCINOMA OF THE CERVIX UTERI
16289,malignant germ cell tumor of cervix uteri,MALIGNANT GERM CELL TUMOR OF CERVIX UTERI
16302,isolated congenitally uncorrected transposition of the great arteries,ISOLATED CONGENITALLY UNCORRECTED TRANSPOSITION OF THE GREAT ARTERIES
16303,congenitally uncorrected transposition of the great arteries with cardiac malformation,CONGENITALLY UNCORRECTED TRANSPOSITION OF THE GREAT ARTERIES WITH CARDIAC MALFORMATION
16306_16307_16308_16309_16310,Niemann-Pick disease type C,NIEMANN-PICK DISEASE TYPE C
16311,Bockenheimer syndrome,BOCKENHEIMER SYNDROME
16312,5-fluorouracil poisoning,5-FLUOROURACIL POISONING
16317,limbic encephalitis with NMDA receptor antibodies,LIMBIC ENCEPHALITIS WITH NMDA RECEPTOR ANTIBODIES
16319,congenital insensitivity to pain with hyperhidrosis,CONGENITAL INSENSITIVITY TO PAIN WITH HYPERHIDROSIS
16321,pulmonary interstitial glycogenosis,PULMONARY INTERSTITIAL GLYCOGENOSIS
16323,chronic respiratory distress with surfactant metabolism deficiency,CHRONIC RESPIRATORY DISTRESS WITH SURFACTANT METABOLISM DEFICIENCY
16332,hypertrophic cardiomyopathy due to intensive athletic training,HYPERTROPHIC CARDIOMYOPATHY DUE TO INTENSIVE ATHLETIC TRAINING
16350,hydrocephalus-blue sclerae-nephropathy syndrome,HYDROCEPHALUS-BLUE SCLERAE-NEPHROPATHY SYNDROME
16351,anti-HLA hyperimmunization,ANTI-HLA HYPERIMMUNIZATION
16360,marcothrombocytopenia with mitral valve insufficiency,MARCOTHROMBOCYTOPENIA WITH MITRAL VALVE INSUFFICIENCY
16371,combined hyperactive dysfunction syndrome of the cranial nerves,COMBINED HYPERACTIVE DYSFUNCTION SYNDROME OF THE CRANIAL NERVES
16373,isolated facial myokymia,ISOLATED FACIAL MYOKYMIA
16376,confetti-like macular atrophy,CONFETTI-LIKE MACULAR ATROPHY
16421,toxic oil syndrome,TOXIC OIL SYNDROME
16424,progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,PROGRESSIVE SENSORINEURAL HEARING LOSS-HYPERTROPHIC CARDIOMYOPATHY SYNDROME
16429,Marburg acute multiple sclerosis,MARBURG ACUTE MULTIPLE SCLEROSIS
16437,late-onset focal dermal elastosis,LATE-ONSET FOCAL DERMAL ELASTOSIS
16438,linear focal dermal elastosis,LINEAR FOCAL DERMAL ELASTOSIS
16440,elastofibroma dorsi,ELASTOFIBROMA DORSI
16441,acquired pseudoxanthoma elasticum,ACQUIRED PSEUDOXANTHOMA ELASTICUM
16443,papular elastorrhexis,PAPULAR ELASTORRHEXIS
16444,primary anetoderma,PRIMARY ANETODERMA
16446,acquired cutis laxa,ACQUIRED CUTIS LAXA
16447,white fibrous papulosis of the neck,WHITE FIBROUS PAPULOSIS OF THE NECK
16448,pseudoxanthoma elasticum-like papillary dermal elastolysis,PSEUDOXANTHOMA ELASTICUM-LIKE PAPILLARY DERMAL ELASTOLYSIS
16449,mid-dermal elastolysis,MID-DERMAL ELASTOLYSIS
16454,severe early-onset axonal neuropathy due to NEFL deficiency,SEVERE EARLY-ONSET AXONAL NEUROPATHY DUE TO NEFL DEFICIENCY
16455,virus-associated trichodysplasia spinulosa,VIRUS-ASSOCIATED TRICHODYSPLASIA SPINULOSA
16475,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,BECKWITH-WIEDEMANN SYNDROME DUE TO IMPRINTING DEFECT OF 11P15
16476,Beckwith-Wiedemann syndrome due to CDKN1C mutation,BECKWITH-WIEDEMANN SYNDROME DUE TO CDKN1C MUTATION
16477,Beckwith-Wiedemann syndrome due to 11p15 microdeletion,BECKWITH-WIEDEMANN SYNDROME DUE TO 11P15 MICRODELETION
16478,Beckwith-Wiedemann syndrome due to 11p15 translocation/inversion,BECKWITH-WIEDEMANN SYNDROME DUE TO 11P15 TRANSLOCATION/INVERSION
16503,congenital erosive and vesicular dermatosis,CONGENITAL EROSIVE AND VESICULAR DERMATOSIS
16510,epibulbar lipodermoid-preauricular appendage-polythelia syndrome,EPIBULBAR LIPODERMOID-PREAURICULAR APPENDAGE-POLYTHELIA SYNDROME
16522,Kousseff syndrome,KOUSSEFF SYNDROME
16530,laryngocele,LARYNGOCELE
16531,digestive duplication,DIGESTIVE DUPLICATION
16533,apolipoprotein A-II amyloidosis,APOLIPOPROTEIN A-II AMYLOIDOSIS
16534,infundibulo-neurohypophysitis,INFUNDIBULO-NEUROHYPOPHYSITIS
16539,atypical hypotonia-cystinuria syndrome,ATYPICAL HYPOTONIA-CYSTINURIA SYNDROME
16544,IgG4-related mesenteritis,IGG4-RELATED MESENTERITIS
16547,Beckwith-Wiedemann syndrome due to NSD1 mutation,BECKWITH-WIEDEMANN SYNDROME DUE TO NSD1 MUTATION
16548,megacystis-megaureter syndrome,MEGACYSTIS-MEGAURETER SYNDROME
16549,"primary megaureter, adult-onset form","PRIMARY MEGAURETER, ADULT-ONSET FORM"
16552,"congenital primary megaureter, nonrefluxing and unobstructed form","CONGENITAL PRIMARY MEGAURETER, NONREFLUXING AND UNOBSTRUCTED FORM"
16554,neonatal iodine exposure,NEONATAL IODINE EXPOSURE
16559,glaucoma secondary to spherophakia/ectopia lentis and megalocornea,GLAUCOMA SECONDARY TO SPHEROPHAKIA/ECTOPIA LENTIS AND MEGALOCORNEA
16560,ptosis-syndactyly-learning difficulties syndrome,PTOSIS-SYNDACTYLY-LEARNING DIFFICULTIES SYNDROME
16570,primary pulmonary lymphoma,PRIMARY PULMONARY LYMPHOMA
16571,macrocephaly-short stature-paraplegia syndrome,MACROCEPHALY-SHORT STATURE-PARAPLEGIA SYNDROME
16572,central bilateral macrogyria,CENTRAL BILATERAL MACROGYRIA
16583,familial intestinal malrotation-facial anomalies syndrome,FAMILIAL INTESTINAL MALROTATION-FACIAL ANOMALIES SYNDROME
16598,autosomal recessive secondary polycythemia not associated with VHL gene,AUTOSOMAL RECESSIVE SECONDARY POLYCYTHEMIA NOT ASSOCIATED WITH VHL GENE
16606,prenatal benign hypophosphatasia,PRENATAL BENIGN HYPOPHOSPHATASIA
16609,inflammatory myopathy with abundant macrophages,INFLAMMATORY MYOPATHY WITH ABUNDANT MACROPHAGES
16610,idiopathic eosinophilic myositis,IDIOPATHIC EOSINOPHILIC MYOSITIS
16615,oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies,OLIGOARTICULAR JUVENILE IDIOPATHIC ARTHRITIS WITH ANTI-NUCLEAR ANTIBODIES
16616,oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies,OLIGOARTICULAR JUVENILE IDIOPATHIC ARTHRITIS WITHOUT ANTI-NUCLEAR ANTIBODIES
16617,rheumatoid factor-negative juvenile idiopathic arthritis with anti-nuclear antibodies,RHEUMATOID FACTOR-NEGATIVE JUVENILE IDIOPATHIC ARTHRITIS WITH ANTI-NUCLEAR ANTIBODIES
16618,rheumatoid factor-negative juvenile idiopathic arthritis without anti-nuclear antibodies,RHEUMATOID FACTOR-NEGATIVE JUVENILE IDIOPATHIC ARTHRITIS WITHOUT ANTI-NUCLEAR ANTIBODIES
16622,Melhem-Fahl syndrome,MELHEM-FAHL SYNDROME
16626,hemolytic anemia due to glyceraldehyde-3-phosphate dehydrogenase deficiency,HEMOLYTIC ANEMIA DUE TO GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE DEFICIENCY
16630,isolated delta-storage pool disease,ISOLATED DELTA-STORAGE POOL DISEASE
16644,logopenic progressive aphasia,LOGOPENIC PROGRESSIVE APHASIA
16654,ring chromosome 5,RING CHROMOSOME 5
16656,7q31 microdeletion syndrome,7Q31 MICRODELETION SYNDROME
16661,infantile onset panniculitis with uveitis and systemic granulomatosis,INFANTILE ONSET PANNICULITIS WITH UVEITIS AND SYSTEMIC GRANULOMATOSIS
16662,idiopathic recurrent pericarditis,IDIOPATHIC RECURRENT PERICARDITIS
16664,drug-induced vasculitis,DRUG-INDUCED VASCULITIS
16665,unclassified vasculitis,UNCLASSIFIED VASCULITIS
16666,unexplained long-lasting fever/inflammatory syndrome,UNEXPLAINED LONG-LASTING FEVER/INFLAMMATORY SYNDROME
16668,sickle cell-beta-thalassemia disease syndrome,SICKLE CELL-BETA-THALASSEMIA DISEASE SYNDROME
16669,sickle cell-hemoglobin c disease syndrome,SICKLE CELL-HEMOGLOBIN C DISEASE SYNDROME
16670,sickle cell-hemoglobin d disease syndrome,SICKLE CELL-HEMOGLOBIN D DISEASE SYNDROME
16671,sickle cell-hemoglobin E disease syndrome,SICKLE CELL-HEMOGLOBIN E DISEASE SYNDROME
16672,hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HEREDITARY PERSISTENCE OF FETAL HEMOGLOBIN-SICKLE CELL DISEASE SYNDROME
16683,gliomatosis cerebri,GLIOMATOSIS CEREBRI
16709,anaplastic/large cell medulloblastoma,ANAPLASTIC/LARGE CELL MEDULLOBLASTOMA
16712,classic medulloblastoma,CLASSIC MEDULLOBLASTOMA
16725,pineal parenchymal tumor of intermediate differenciation,PINEAL PARENCHYMAL TUMOR OF INTERMEDIATE DIFFERENCIATION
16727,extraventricular neurocytoma,EXTRAVENTRICULAR NEUROCYTOMA
16731_22963_22965,desmoplastic infantile astrocytoma/ganglioglioma,DESMOPLASTIC INFANTILE ASTROCYTOMA/GANGLIOGLIOMA
16734,anaplastic ganglioglioma,ANAPLASTIC GANGLIOGLIOMA
16735,papillary glioneuronal tumor,PAPILLARY GLIONEURONAL TUMOR
16736,rosette-forming glioneuronal tumor of fourth ventricule,ROSETTE-FORMING GLIONEURONAL TUMOR OF FOURTH VENTRICULE
16745,diffuse leptomeningeal melanocytosis,DIFFUSE LEPTOMENINGEAL MELANOCYTOSIS
16746,meningeal melanocytoma,MENINGEAL MELANOCYTOMA
16751,malignant perineurioma,MALIGNANT PERINEURIOMA
16757,malignant triton tumor,MALIGNANT TRITON TUMOR
16762,microcornea-corectopia-macular hypoplasia syndrome,MICROCORNEA-CORECTOPIA-MACULAR HYPOPLASIA SYNDROME
16771_16772_16773,annular atrophic lichen planus,ANNULAR ATROPHIC LICHEN PLANUS
16774,lichen planus pigmentosus,LICHEN PLANUS PIGMENTOSUS
16787,epithelioid trophoblastic tumor,EPITHELIOID TROPHOBLASTIC TUMOR
16806,maternally-inherited mitochondrial dystonia,MATERNALLY-INHERITED MITOCHONDRIAL DYSTONIA
16811,renal tubulopathy-encephalopathy-liver failure syndrome,RENAL TUBULOPATHY-ENCEPHALOPATHY-LIVER FAILURE SYNDROME
16818,Mikati-Najjar-Sahli syndrome,MIKATI-NAJJAR-SAHLI SYNDROME
16821,shoulder and girdle defects-familial intellectual disability syndrome,SHOULDER AND GIRDLE DEFECTS-FAMILIAL INTELLECTUAL DISABILITY SYNDROME
16827,myopathy-growth delay-intellectual disability-hypospadias syndrome,MYOPATHY-GROWTH DELAY-INTELLECTUAL DISABILITY-HYPOSPADIAS SYNDROME
16835,14q11.2 microduplication syndrome,14Q11.2 MICRODUPLICATION SYNDROME
16850,atypical Norrie disease due to monosomy Xp11.3,ATYPICAL NORRIE DISEASE DUE TO MONOSOMY XP11.3
16857,blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome,BLEPHAROPHIMOSIS-EPICANTHUS INVERSUS-PTOSIS DUE TO 3Q23 REARRANGEMENT SYNDROME
16858_16859,blepharophimosis-epicanthus inversus-ptosis,BLEPHAROPHIMOSIS-EPICANTHUS INVERSUS-PTOSIS
16861,Alagille syndrome due to 20p12 microdeletion,ALAGILLE SYNDROME DUE TO 20P12 MICRODELETION
16863,Okihiro syndrome due to 20q13 microdeletion,OKIHIRO SYNDROME DUE TO 20Q13 MICRODELETION
16864,Okihiro syndrome due to a point mutation,OKIHIRO SYNDROME DUE TO A POINT MUTATION
16984,nevus of Ota,NEVUS OF OTA
16986,congenital smooth muscle hamartoma,CONGENITAL SMOOTH MUSCLE HAMARTOMA
16989,Fuchs heterochromic iridocyclitis,FUCHS HETEROCHROMIC IRIDOCYCLITIS
16990,acquired prothrombin deficiency,ACQUIRED PROTHROMBIN DEFICIENCY
16993,generalized peeling skin syndrome type C,GENERALIZED PEELING SKIN SYNDROME TYPE C
17018,isolated pulmonary capillaritis,ISOLATED PULMONARY CAPILLARITIS
17039,drug or radiation exposure-related interstitial lung disease,DRUG OR RADIATION EXPOSURE-RELATED INTERSTITIAL LUNG DISEASE
17041,osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome,OSTEOCHONDRODYSPLATIC NANISM-DEAFNESS-RETINITIS PIGMENTOSA SYNDROME
17044,adult familial nephronophthisis-spastic quadriparesia syndrome,ADULT FAMILIAL NEPHRONOPHTHISIS-SPASTIC QUADRIPARESIA SYNDROME
17045,neuroectodermal-endocrine syndrome,NEUROECTODERMAL-ENDOCRINE SYNDROME
17047,infantile axonal neuropathy,INFANTILE AXONAL NEUROPATHY
17050,intraocular medulloepithelioma,INTRAOCULAR MEDULLOEPITHELIOMA
17063,total spina bifida aperta,TOTAL SPINA BIFIDA APERTA
17064,thoracolumbosacral spina bifida aperta,THORACOLUMBOSACRAL SPINA BIFIDA APERTA
17065,lumbosacral spina bifida aperta,LUMBOSACRAL SPINA BIFIDA APERTA
17067,cervicothoracic spina bifida aperta,CERVICOTHORACIC SPINA BIFIDA APERTA
17068,upper thoracic spina bifida aperta,UPPER THORACIC SPINA BIFIDA APERTA
17070,total spina bifida cystica,TOTAL SPINA BIFIDA CYSTICA
17071,thoracolumbosacral spina bifida cystica,THORACOLUMBOSACRAL SPINA BIFIDA CYSTICA
17072,lumbosacral spina bifida cystica,LUMBOSACRAL SPINA BIFIDA CYSTICA
17073,cervical spina bifida cystica,CERVICAL SPINA BIFIDA CYSTICA
17074,cervicothoracic spina bifida cystica,CERVICOTHORACIC SPINA BIFIDA CYSTICA
17075,upper thoracic spina bifida cystica,UPPER THORACIC SPINA BIFIDA CYSTICA
17081,parietal encephalocele,PARIETAL ENCEPHALOCELE
17082,basal encephalocele,BASAL ENCEPHALOCELE
17084,leptomyelolipoma,LEPTOMYELOLIPOMA
17087,neurenteric cyst,NEURENTERIC CYST
17088,isolated amyelia,ISOLATED AMYELIA
17089,isolated megalencephaly,ISOLATED MEGALENCEPHALY
17105,glioependymal/ependymal cyst,GLIOEPENDYMAL/EPENDYMAL CYST
17107_17108_17109,isolated cerebellar vermis agenesis,ISOLATED CEREBELLAR VERMIS AGENESIS
17112_17113,isolated hemispheric cerebellar hypoplasia,ISOLATED HEMISPHERIC CEREBELLAR HYPOPLASIA
17116,congenital communicating hydrocephalus,CONGENITAL COMMUNICATING HYDROCEPHALUS
17124,noma,NOMA
17126,oculo-skeletal-renal syndrome,OCULO-SKELETAL-RENAL SYNDROME
17153,pulmonary arterial hypertension associated with HIV infection,PULMONARY ARTERIAL HYPERTENSION ASSOCIATED WITH HIV INFECTION
17154,pulmonary arterial hypertension associated with portal hypertension,PULMONARY ARTERIAL HYPERTENSION ASSOCIATED WITH PORTAL HYPERTENSION
17155,pulmonary arterial hypertension associated with schistosomiasis,PULMONARY ARTERIAL HYPERTENSION ASSOCIATED WITH SCHISTOSOMIASIS
17156,pulmonary arterial hypertension associated with chronic hemolytic anemia,PULMONARY ARTERIAL HYPERTENSION ASSOCIATED WITH CHRONIC HEMOLYTIC ANEMIA
17157,pulmonary hypertension owing to lung disease and/or hypoxia,PULMONARY HYPERTENSION OWING TO LUNG DISEASE AND/OR HYPOXIA
17158,pulmonary hypertension with unclear multifactorial mechanism,PULMONARY HYPERTENSION WITH UNCLEAR MULTIFACTORIAL MECHANISM
17164,hemolytic disease of the newborn with Kell alloimmunization,HEMOLYTIC DISEASE OF THE NEWBORN WITH KELL ALLOIMMUNIZATION
17170,idiopathic recurrent stupor,IDIOPATHIC RECURRENT STUPOR
17179,limbic encephalitis with caspr2 antibodies,LIMBIC ENCEPHALITIS WITH CASPR2 ANTIBODIES
17188,diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,DIAZOXIDE-RESISTANT FOCAL HYPERINSULINISM DUE TO KIR6.2 DEFICIENCY
17191,sporadic pheochromocytoma,SPORADIC PHEOCHROMOCYTOMA
17192,sporadic secreting paraganglioma,SPORADIC SECRETING PARAGANGLIOMA
17204,toxic maculopathy due to antimalarial drugs,TOXIC MACULOPATHY DUE TO ANTIMALARIAL DRUGS
17205,primary oculocerebral lymphoma,PRIMARY OCULOCEREBRAL LYMPHOMA
17209,infectious posterior uveitis,INFECTIOUS POSTERIOR UVEITIS
17211,infectious panuveitis,INFECTIOUS PANUVEITIS
17212,paraneoplastic uveitis,PARANEOPLASTIC UVEITIS
17229,distal monosomy 12p,DISTAL MONOSOMY 12P
17231,erythropoietic uroporphyria associated with myeloid malignancy,ERYTHROPOIETIC UROPORPHYRIA ASSOCIATED WITH MYELOID MALIGNANCY
17235,familial omphalocele syndrome with facial dysmorphism,FAMILIAL OMPHALOCELE SYNDROME WITH FACIAL DYSMORPHISM
17237,hereditary sensorimotor neuropathy with hyperelastic skin,HEREDITARY SENSORIMOTOR NEUROPATHY WITH HYPERELASTIC SKIN
17238,hemoglobinopathy Toms River,HEMOGLOBINOPATHY TOMS RIVER
17239,familial progressive hyper- and hypopigmentation,FAMILIAL PROGRESSIVE HYPER- AND HYPOPIGMENTATION
17245,intralobar congenital pulmonary sequestration,INTRALOBAR CONGENITAL PULMONARY SEQUESTRATION
17246,extralobar congenital pulmonary sequestration,EXTRALOBAR CONGENITAL PULMONARY SEQUESTRATION
17247,communicating congenital bronchopulmonary-foregut malformation,COMMUNICATING CONGENITAL BRONCHOPULMONARY-FOREGUT MALFORMATION
17289,fetal lung interstitial tumor,FETAL LUNG INTERSTITIAL TUMOR
17292,well-differentiated fetal adenocarcinoma of the lung,WELL-DIFFERENTIATED FETAL ADENOCARCINOMA OF THE LUNG
17294,"glycerol kinase deficiency, infantile form","GLYCEROL KINASE DEFICIENCY, INFANTILE FORM"
17295,"glycerol kinase deficiency, juvenile form","GLYCEROL KINASE DEFICIENCY, JUVENILE FORM"
17296,"glycerol kinase deficiency, adult form","GLYCEROL KINASE DEFICIENCY, ADULT FORM"
17297,"chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids {xref=\Orphanet:284448\""}""","CHRONIC LYMPHOCYTIC INFLAMMATION WITH PONTINE PERIVASCULAR ENHANCEMENT RESPONSIVE TO STEROIDS {XREF=\ORPHANET:284448\""}"""
17299,acute annular outer retinopathy,ACUTE ANNULAR OUTER RETINOPATHY
17326,infective dermatitis associated with HTLV-1,INFECTIVE DERMATITIS ASSOCIATED WITH HTLV-1
17328,non-central nervous system-localized embryonal carcinoma,NON-CENTRAL NERVOUS SYSTEM-LOCALIZED EMBRYONAL CARCINOMA
17330,malignancy diagnosed during pregnancy,MALIGNANCY DIAGNOSED DURING PREGNANCY
17331,Pilotto syndrome,PILOTTO SYNDROME
