drugbank_id,drug_name,drug_name_upper
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,(2S)-1-{[5-(1H-INDAZOL-5-YL)-3-PYRIDINYL]OXY}-3-(7AH-INDOL-3-YL)-2-PROPANAMINE
DB07107,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE
DB07124,"(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE","(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE"
DB07204,"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE","(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE"
DB07235,"N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE","N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE"
DB07458,"3-(1H-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1H-indol-3-yl}-1H-pyrrole-2,5-dione","3-(1H-INDOL-3-YL)-4-{1-[2-(1-METHYLPYRROLIDIN-2-YL)ETHYL]-1H-INDOL-3-YL}-1H-PYRROLE-2,5-DIONE"
DB07583,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE","(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE"
DB07854,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE
DB07855,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE
DB07856,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE
DB07857,(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,(2R)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE
DB07858,(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,(2S)-2-(4-CHLOROPHENYL)-2-[4-(1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE
DB07860,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE
DB07995,H-89,H-89
DB07996,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,5-(2-METHYLPIPERAZINE-1-SULFONYL)ISOQUINOLINE
DB07997,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE
DB08070,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE
DB08113,3-pyridin-4-yl-1H-indazole,3-PYRIDIN-4-YL-1H-INDAZOLE
DB08114,"5-benzyl-1,3-thiazol-2-amine","5-BENZYL-1,3-THIAZOL-2-AMINE"
DB08148,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine","1-[4-(4-CHLOROPHENYL)-1-(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)PIPERIDIN-4-YL]METHANAMINE"
DB08149,"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine","1-[4-(4-CHLOROBENZYL)-1-(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)PIPERIDIN-4-YL]METHANAMINE"
DB08150,"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium","4-(4-CHLOROBENZYL)-1-(7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)PIPERIDIN-4-AMINIUM"
DB08568,A-674563,A-674563
DB08569,"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE","3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE"
DB02164,N-sulfo-flavin mononucleotide,N-SULFO-FLAVIN MONONUCLEOTIDE
DB02279,Benzoylformic Acid,BENZOYLFORMIC ACID
DB03064,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline","3-DECYL-2,5-DIOXO-4-HYDROXY-3-PYRROLINE"
DB03884,Phenylpyruvic acid,PHENYLPYRUVIC ACID
DB04374,"4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole","4-CARBOXY-5-(1-PENTYL)HEXYLSULFANYL-1,2,3-TRIAZOLE"
DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid","5-(DODECYLTHIO)-1H-1,2,3-TRIAZOLE-4-CARBOXYLIC ACID"
DB07060,3-(INDOL-3-YL) LACTATE,3-(INDOL-3-YL) LACTATE
DB07907,(2S)-2-HYDROXYOCTANOIC ACID,(2S)-2-HYDROXYOCTANOIC ACID
DB01750,1-naphthaleneacetic acid,1-NAPHTHALENEACETIC ACID
DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,(2S)-2-(1H-INDOL-3-YL)HEXANOIC ACID
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,(2S)-2-(1H-INDOL-3-YL)PENTANOIC ACID
DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,(2S)-8-[(TERT-BUTOXYCARBONYL)AMINO]-2-(1H-INDOL-3-YL)OCTANOIC ACID
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid","9-HYDROXY-8-METHOXY-6-NITRO-PHENANTHROL[3,4-D][1,3]DIOXOLE-5-CARBOXYLIC ACID"
DB02758,Indolepropionic acid,INDOLEPROPIONIC ACID
DB02795,P-Anisic Acid,P-ANISIC ACID
DB07500,(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,(2E)-1-[2-HYDROXY-4-METHOXY-5-(3-METHYLBUT-2-EN-1-YL)PHENYL]-3-(4-HYDROXYPHENYL)PROP-2-EN-1-ONE
DB07958,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID
DB08447,3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL,3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL
DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID
DB07068,"(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID","(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID"
DB07127,"{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID","{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID"
DB08678,(4-ETHYLPHENYL)SULFAMIC ACID,(4-ETHYLPHENYL)SULFAMIC ACID
DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID","4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID"
DB07116,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE
DB07760,"3-[(1E,7E)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid","3-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID"
DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide","N-{3-[5-(1H-1,2,4-TRIAZOL-3-YL)-1H-INDAZOL-3-YL]PHENYL}FURAN-2-CARBOXAMIDE"
DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol","(2R,3R,4S,5R)-2-[6-AMINO-8-[(3,4-DICHLOROPHENYL)METHYLAMINO]PURIN-9-YL]-5-(HYDROXYMETHYL)OXOLANE-3,4-DIOL"
DB02180,Myristoyl-Coa,MYRISTOYL-COA
DB02271,S-(2-oxo)pentadecylcoa,S-(2-OXO)PENTADECYLCOA
DB07061,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL","1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL"
DB07838,(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE,(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,4-(3-PYRIDIN-2-YL-1H-PYRAZOL-4-YL)QUINOLINE
DB04434,Naphthyridine Inhibitor,NAPHTHYRIDINE INHIBITOR
DB04480,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole","3-(4-FLUOROPHENYL)-2-(6-METHYLPYRIDIN-2-YL)-5,6-DIHYDRO-4H-PYRROLO[1,2-B]PYRAZOLE"
DB07152,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,N-[4-(5-FLUORO-6-METHYLPYRIDIN-2-YL)-5-QUINOXALIN-6-YL-1H-IMIDAZOL-2-YL]ACETAMIDE
DB07267,2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine,2-(6-METHYLPYRIDIN-2-YL)-N-PYRIDIN-4-YLQUINAZOLIN-4-AMINE
DB08450,N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,N-1H-INDAZOL-5-YL-2-(6-METHYLPYRIDIN-2-YL)QUINAZOLIN-4-AMINE
DB04214,4-Nitrophenyl Phosphate,4-NITROPHENYL PHOSPHATE
DB07125,"4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid","4-(6-{[(1R)-1-(HYDROXYMETHYL)PROPYL]AMINO}IMIDAZO[1,2-B]PYRIDAZIN-3-YL)BENZOIC ACID"
DB07218,"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE","6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE"
DB07272,"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE","N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE"
DB07276,"5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE","5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE"
DB11157,Anthralin,ANTHRALIN
DB07268,2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE,2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE
DB07845,"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide","2-FLUORO-6-{[2-({2-METHOXY-4-[(METHYLSULFONYL)METHYL]PHENYL}AMINO)-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL]AMINO}BENZAMIDE"
DB15498,BOS172722,BOS172722
DB07168,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]-6-(METHYLAMINO)PYRIMIDIN-2-YL}AMINO)PHENYL]ACETONITRILE
DB07171,"5-(2-hydroxyethyl)nonane-1,9-diol","5-(2-HYDROXYETHYL)NONANE-1,9-DIOL"
DB07698,"3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine","3-(3-AMINOPHENYL)-N-(3-CHLOROPHENYL)PYRAZOLO[1,5-A]PYRIMIDIN-5-AMINE"
DB08004,"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol","(2S)-2-{[3-(3-AMINOPHENYL)IMIDAZO[1,2-B]PYRIDAZIN-6-YL]AMINO}-3-METHYLBUTAN-1-OL"
DB04066,p-Coumaric acid,P-COUMARIC ACID
DB07180,"5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide","5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N,2,4-TRIMETHYL-1H-PYRROLE-3-CARBOXAMIDE"
DB04688,Methylecgonine,METHYLECGONINE
DB07329,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID
DB08323,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE
DB08510,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE
DB08547,PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE,PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE
DB08618,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER
DB07344,"3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL","3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL"
DB02774,"1,3-Propanediol","1,3-PROPANEDIOL"
DB04121,Guanosine-3'-monophosphate-5'-diphosphate,GUANOSINE-3'-MONOPHOSPHATE-5'-DIPHOSPHATE
DB07374,Anisomycin,ANISOMYCIN
DB08437,Puromycin,PUROMYCIN
DB04602,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE
DB04805,Virginiamycin S1,VIRGINIAMYCIN S1
DB04865,Omacetaxine mepesuccinate,OMACETAXINE MEPESUCCINATE
DB01851,Tetrabutylammonium Ion,TETRABUTYLAMMONIUM ION
DB07416,(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE,(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE
DB07716,"(4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL","(4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL"
DB07784,"[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID","[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID"
DB07882,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID","4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID"
DB07893,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE
DB08289,N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE,N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE
DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER
DB08647,TRAZEOLIDE,TRAZEOLIDE
DB00693,Fluorescein,FLUORESCEIN
DB07382,"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine","N~2~-1H-BENZIMIDAZOL-5-YL-N~4~-(3-CYCLOPROPYL-1H-PYRAZOL-5-YL)PYRIMIDINE-2,4-DIAMINE"
DB07384,1-ACETYL-2-CARBOXYPIPERIDINE,1-ACETYL-2-CARBOXYPIPERIDINE
DB07394,AUROVERTIN B,AUROVERTIN B
DB08399,Piceatannol,PICEATANNOL
DB08629,"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE","N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE"
DB01695,N-Hydroxy-4-Phosphono-Butanamide,N-HYDROXY-4-PHOSPHONO-BUTANAMIDE
DB03026,Phosphoglycolohydroxamic Acid,PHOSPHOGLYCOLOHYDROXAMIC ACID
DB03132,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,3-(2-BENZOTHIAZOLYLTHIO)-1-PROPANESULFONIC ACID
DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,[2(FORMYL-HYDROXY-AMINO)-ETHYL]-PHOSPHONIC ACID
DB03379,2-Carboxyethylphosphonic Acid,2-CARBOXYETHYLPHOSPHONIC ACID
DB04510,3-phospho-D-glyceric acid,3-PHOSPHO-D-GLYCERIC ACID
DB07387,3-(BUTYLSULPHONYL)-PROPANOIC ACID,3-(BUTYLSULPHONYL)-PROPANOIC ACID
DB01889,"16,17-Androstene-3-Ol","16,17-ANDROSTENE-3-OL"
DB07403,"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE","4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE"
DB07435,"1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE","1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE"
DB07652,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE","1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE"
DB08237,2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),2'-DEOXY-N-(NAPHTHALEN-1-YLMETHYL)GUANOSINE 5'-(DIHYDROGEN PHOSPHATE)
DB02046,N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,N-[(FURAN-2-YL)CARBONYL]-(S)-LEUCYL-(R)-[1-AMINO-2(1H-INDOL-3-YL)ETHYL]-PHOSPHONIC ACID
DB02215,Furoyl-Leucine,FUROYL-LEUCINE
DB02255,Ilomastat,ILOMASTAT
DB02996,2-(Thiomethylene)-4-Methylpentanoic Acid,2-(THIOMETHYLENE)-4-METHYLPENTANOIC ACID
DB08733,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE","(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE"
DB02386,Leucine Phosphonic Acid,LEUCINE PHOSPHONIC ACID
DB07448,(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid,(2S)-3-[(R)-[(1S)-1-AMINO-3-PHENYLPROPYL](HYDROXY)PHOSPHORYL]-2-BENZYLPROPANOIC ACID
DB08766,Zofenoprilat,ZOFENOPRILAT
DB04638,"2,5-di-tert-butylhydroquinone","2,5-DI-TERT-BUTYLHYDROQUINONE"
DB07604,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE","(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE"
DB01944,(S)-blebbistatin,(S)-BLEBBISTATIN
DB03126,Mant-Adp,MANT-ADP
DB07468,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one","(3AS)-3A-HYDROXY-5-METHYL-1-PHENYL-1,2,3,3A-TETRAHYDRO-4H-PYRROLO[2,3-B]QUINOLIN-4-ONE"
DB07469,"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one","(3AS)-3A-HYDROXY-7-METHYL-1-PHENYL-1,2,3,3A-TETRAHYDRO-4H-PYRROLO[2,3-B]QUINOLIN-4-ONE"
DB07470,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one","(3AS)-3A-HYDROXY-1-PHENYL-1,2,3,3A-TETRAHYDRO-4H-PYRROLO[2,3-B]QUINOLIN-4-ONE"
DB08276,trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),TRIFLUORO-[HYDROXY-[HYDROXY-[2-(N-METHYL-2-NITRO-ANILINO)ETHOXY]PHOSPHORYL]OXY-PHOSPHORYL]OXY-BERYLLIUM(1-)
DB07558,acetylleucyl-leucyl-norleucinal,ACETYLLEUCYL-LEUCYL-NORLEUCINAL
DB02405,12-Bromododecanoic Acid,12-BROMODODECANOIC ACID
DB07488,"{4-Amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone","{4-AMINO-2-[(4-METHOXYPHENYL)AMINO]-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE"
DB07489,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium","4-AMINO-2-[(3-CHLOROPHENYL)AMINO]-5-(4-FLUOROBENZOYL)-1,3-THIAZOL-3-IUM"
DB07494,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE","(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE"
DB08620,Thiacloprid,THIACLOPRID
DB11421,Imidacloprid,IMIDACLOPRID
DB02140,N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,N1-(1-DIMETHYLCARBAMOYL-2-PHENYL-ETHYL)-2-OXO-N4-(2-PYRIDIN-2-YL-ETHYL)-SUCCINAMIDE
DB08526,CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE
